"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"fr-lm-responsable","fr-lm-responsable","","","",1,1,"","","","null {[]} {[]}
","Modèle logique métier - FR LM Responsable","Représente le responsable du document, qui est : 
 - soit le professionnel qui prend la responsabilité du document produit par un lui-même ou un autre professionnel. 
 - soit le professionnel qui prend la responsabilité du document produit par un système de structure (ES, …). 
 - soit le patient/usager responsable du document d'expression personnelle 
 - soit le SNR responsable du document produit via ce SNR. 
 - Soit le Dossier Pharmaceutique (DP) responsable des documents qu'il produit","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-lm-responsable.dateHeurePriseResponsabilite","fr-lm-responsable.dateHeurePriseResponsabilite","","","",1,1,"","","","dateTime {[]} {[]}
","Date/Heure de la prise de responsabilité.","Date/Heure de la prise de responsabilité.","","","","","","","","","",,,,,"",,,,"fr-lm-responsable.dateHeurePriseResponsabilite",1,1,"",""
"fr-lm-responsable.responsable[x]","fr-lm-responsable.responsable[x]","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-lm-health-professional {[]} {[]}
https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-lm-patient {[]} {[]}https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-lm-device {[]} {[]}https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-lm-organisation {[]} {[]}","Responsable du document.","Responsable du document.","","","","","","","","","",,,,,"",,,,"fr-lm-responsable.responsable[x]",1,1,"",""
