"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"fr-lm-operateur-saisie","fr-lm-operateur-saisie","","","",0,1,"","","","null {[]} {[]}
","Modèle logique métier - FR LM Opérateur de saisie","Opérateur de saisie de la totalité ou d'une partie du contenu du document.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-lm-operateur-saisie.dateSaisie","fr-lm-operateur-saisie.dateSaisie","","","",1,1,"","","","dateTime {[]} {[]}
","Date de la saisie.","Date de la saisie.","","","","","","","","","",,,,,"",,,,"fr-lm-operateur-saisie.dateSaisie",1,1,"",""
"fr-lm-operateur-saisie.operateurSaisie[x]","fr-lm-operateur-saisie.operateurSaisie[x]","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-lm-health-professional {[]} {[]}
https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-lm-patient {[]} {[]}","Opérateur de saisie","Opérateur de saisie","","","","","","","","","",,,,,"",,,,"fr-lm-operateur-saisie.operateurSaisie[x]",1,1,"",""
